Contiguous U.S. Statewide Average Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,Rank out of 127 Years,,,,,
3600,Pennsylvania,201903,34.7,55,-1.1,35.8
3600,Pennsylvania,201904,50.5,114,3.7,46.8
3600,Pennsylvania,201905,60.7,108,3.1,57.6
3600,Pennsylvania,201906,65.8,45,-0.2,66
3600,Pennsylvania,201907,73.2,115,2.8,70.4
3600,Pennsylvania,201908,69.6,85,1.2,68.4
3600,Pennsylvania,201909,65.1,117,3.4,61.7
3600,Pennsylvania,201910,53.7,112,3.1,50.6
3600,Pennsylvania,201911,36.5,17,-2.8,39.3
3600,Pennsylvania,201912,32.6,98,3.7,28.9
3600,Pennsylvania,202001,32.2,116,6.9,25.3
3600,Pennsylvania,202002,33.3,118,6.8,26.5
3600,Pennsylvania,202003,42.5,118,6.7,35.8
3600,Pennsylvania,202004,45.1,33,-1.7,46.8
3600,Pennsylvania,202005,56,35,-1.6,57.6
3600,Pennsylvania,202006,67.2,87,1.2,66
3600,Pennsylvania,202007,74.9,127,4.5,70.4
3600,Pennsylvania,202008,71.6,112,3.2,68.4
3600,Pennsylvania,202009,62.1,66,0.4,61.7
3600,Pennsylvania,202010,52.2,89,1.6,50.6
3600,Pennsylvania,202011,44.8,120,5.5,39.3
3600,Pennsylvania,202012,32,95,3.1,28.9
3600,Pennsylvania,202101,29.4,103,4.1,25.3
3600,Pennsylvania,202102,26.6,55,0.1,26.5
3600,Pennsylvania,202103,40.8,113,5,35.8
3600,Pennsylvania,202104,49.4,101,2.6,46.8
3600,Pennsylvania,202105,56.9,48,-0.7,57.6
3600,Pennsylvania,202106,68.6,114,2.6,66
3600,Pennsylvania,202107,71.2,88,0.8,70.4
3700,Rhode Island,201501,25.5,39,-1.7,27.2
3700,Rhode Island,201502,17.7,2,-10.1,27.8
3700,Rhode Island,201503,31.8,10,-4.3,36.1
3700,Rhode Island,201504,47.2,85,1.5,45.7
3700,Rhode Island,201505,61.2,125,5.1,56.1
3700,Rhode Island,201506,64.5,51,-0.2,64.7
3700,Rhode Island,201507,72.3,108,2,70.3
3700,Rhode Island,201508,72.6,118,3.9,68.7
3700,Rhode Island,201509,67.6,126,5.7,61.9
3700,Rhode Island,201510,52.4,73,0.5,51.9
3700,Rhode Island,201511,47.1,122,5.6,41.5
3700,Rhode Island,201512,45.3,126,14.3,31
3700,Rhode Island,201601,31.3,103,4.1,27.2
3700,Rhode Island,201602,33.1,110,5.3,27.8
3700,Rhode Island,201603,42.9,123,6.8,36.1
3700,Rhode Island,201604,46.2,69,0.5,45.7
3700,Rhode Island,201605,57.9,95,1.8,56.1
3700,Rhode Island,201606,66.9,105,2.2,64.7
3700,Rhode Island,201607,73.8,116,3.5,70.3
3700,Rhode Island,201608,73.9,125,5.2,68.7
3700,Rhode Island,201609,66.4,122,4.5,61.9
3700,Rhode Island,201610,54.7,111,2.8,51.9
3700,Rhode Island,201611,45.2,111,3.7,41.5
3700,Rhode Island,201612,34.2,98,3.2,31
3700,Rhode Island,201701,34.2,117,7,27.2
3700,Rhode Island,201702,35.2,121,7.4,27.8
3700,Rhode Island,201703,34.1,34,-2,36.1
3700,Rhode Island,201704,51.5,126,5.8,45.7
3700,Rhode Island,201705,56.5,66,0.4,56.1
3700,Rhode Island,201706,66.8,102,2.1,64.7
3700,Rhode Island,201707,71.1,76,0.8,70.3
3700,Rhode Island,201708,69.8,79,1.1,68.7
3700,Rhode Island,201709,66.4,122,4.5,61.9
3700,Rhode Island,201710,59.6,126,7.7,51.9
3700,Rhode Island,201711,43.1,86,1.6,41.5
3700,Rhode Island,201712,30.1,43,-0.9,31
3700,Rhode Island,201801,27.6,68,0.4,27.2
3700,Rhode Island,201802,37.7,127,9.9,27.8
3700,Rhode Island,201803,37.3,81,1.2,36.1
3700,Rhode Island,201804,44.4,35,-1.3,45.7
3700,Rhode Island,201805,61.4,126,5.3,56.1
3700,Rhode Island,201806,65.9,85,1.2,64.7
3700,Rhode Island,201807,73.8,116,3.5,70.3
3700,Rhode Island,201808,75.1,126,6.4,68.7
3700,Rhode Island,201809,66.5,124,4.6,61.9
3700,Rhode Island,201810,52.7,81,0.8,51.9
3700,Rhode Island,201811,41,48,-0.5,41.5
3700,Rhode Island,201812,35.3,106,4.3,31
3700,Rhode Island,201901,29,86,1.8,27.2
3700,Rhode Island,201902,31.6,102,3.8,27.8
3700,Rhode Island,201903,35.9,57,-0.2,36.1
3700,Rhode Island,201904,49.2,115,3.5,45.7
3700,Rhode Island,201905,56.4,65,0.3,56.1
3700,Rhode Island,201906,66.5,98,1.8,64.7
3700,Rhode Island,201907,74.8,124,4.5,70.3
3700,Rhode Island,201908,71.3,103,2.6,68.7
3700,Rhode Island,201909,63.9,101,2,61.9
3700,Rhode Island,201910,54.7,111,2.8,51.9
3700,Rhode Island,201911,40.1,35,-1.4,41.5
3700,Rhode Island,201912,34.1,94,3.1,31
3700,Rhode Island,202001,35.3,122,8.1,27.2
3700,Rhode Island,202002,35.5,123,7.7,27.8
3700,Rhode Island,202003,42.6,121,6.5,36.1
3700,Rhode Island,202004,44.2,29,-1.5,45.7
3700,Rhode Island,202005,56.6,70,0.5,56.1
3700,Rhode Island,202006,68.2,119,3.5,64.7
3700,Rhode Island,202007,75.5,126,5.2,70.3
3700,Rhode Island,202008,73.8,124,5.1,68.7
3700,Rhode Island,202009,64.6,107,2.7,61.9
3700,Rhode Island,202010,54.6,106,2.7,51.9
3700,Rhode Island,202011,47.5,123,6,41.5
3700,Rhode Island,202012,35.7,110,4.7,31
3700,Rhode Island,202101,31.5,105,4.3,27.2
3700,Rhode Island,202102,31,99,3.2,27.8
3700,Rhode Island,202103,40.4,113,4.3,36.1
3700,Rhode Island,202104,48.8,110,3.1,45.7
3700,Rhode Island,202105,58.2,98,2.1,56.1
3700,Rhode Island,202106,69.8,127,5.1,64.7
3700,Rhode Island,202107,71,71,0.7,70.3
3800,South Carolina,201501,43.8,55,-0.8,44.6
3800,South Carolina,201502,41,10,-5.8,46.8
3800,South Carolina,201503,56.4,91,2.6,53.8
3800,South Carolina,201504,64.8,110,2.9,61.9
3800,South Carolina,201505,71.6,87,1.3,70.3
3800,South Carolina,201506,80.5,122,3.5,77
3800,South Carolina,201507,82.2,117,2.3,79.9
3800,South Carolina,201508,79.5,83,0.8,78.7
3800,South Carolina,201509,74.3,77,0.6,73.7
3800,South Carolina,201510,63.3,61,0.1,63.2
3800,South Carolina,201511,58,118,4.9,53.1
3800,South Carolina,201512,58.5,126,12.9,45.6
3800,South Carolina,201601,43,42,-1.6,44.6
3800,South Carolina,201602,48,76,1.2,46.8
3800,South Carolina,201603,60.6,123,6.8,53.8
3800,South Carolina,201604,63.1,85,1.2,61.9
3800,South Carolina,201605,70.1,57,-0.2,70.3
3800,South Carolina,201606,79.8,114,2.8,77
3800,South Carolina,201607,83.7,125,3.8,79.9
3800,South Carolina,201608,81.9,123,3.2,78.7
3800,South Carolina,201609,77.1,114,3.4,73.7
3800,South Carolina,201610,66.4,113,3.2,63.2
3800,South Carolina,201611,55.6,99,2.5,53.1
3800,South Carolina,201612,49,96,3.4,45.6
3800,South Carolina,201701,51.4,120,6.8,44.6
3800,South Carolina,201702,55.5,125,8.7,46.8
3800,South Carolina,201703,55.5,84,1.6,53.9
3800,South Carolina,201704,67,126,5.1,61.9
3800,South Carolina,201705,71.5,85,1.2,70.3
3800,South Carolina,201706,76.9,53,-0.1,77
3800,South Carolina,201707,81,93,1.1,79.9
3800,South Carolina,201708,79.4,81,0.7,78.7
3800,South Carolina,201709,74.3,77,0.6,73.7
3800,South Carolina,201710,66.2,110,3,63.2
3800,South Carolina,201711,54.3,77,1.2,53.1
3800,South Carolina,201712,47.8,85,2.2,45.6
3800,South Carolina,201801,40.6,20,-4,44.6
3800,South Carolina,201802,57.4,127,10.6,46.8
3800,South Carolina,201803,52,37,-1.8,53.8
3800,South Carolina,201804,60,19,-1.9,61.9
3800,South Carolina,201805,73.8,120,3.5,70.3
3800,South Carolina,201806,80.2,117,3.2,77
3800,South Carolina,201807,80.2,74,0.3,79.9
3800,South Carolina,201808,80,98,1.3,78.7
3800,South Carolina,201809,79.4,124,5.7,73.7
3800,South Carolina,201810,66.9,116,3.7,63.2
3800,South Carolina,201811,51.9,49,-1.2,53.1
3800,South Carolina,201812,48.6,94,3,45.6
3800,South Carolina,201901,46.7,92,2.1,44.6
3800,South Carolina,201902,53,120,6.2,46.8
3800,South Carolina,201903,54.1,68,0.2,53.9
3800,South Carolina,201904,64,103,2.1,61.9
3800,South Carolina,201905,75.4,126,5.1,70.3
3800,South Carolina,201906,77.2,61,0.2,77
3800,South Carolina,201907,81.4,101,1.5,79.9
3800,South Carolina,201908,80.3,107,1.6,78.7
3800,South Carolina,201909,78.3,123,4.6,73.7
3800,South Carolina,201910,68.5,123,5.3,63.2
3800,South Carolina,201911,51,32,-2.1,53.1
3800,South Carolina,201912,50.3,110,4.7,45.6
3800,South Carolina,202001,50.4,114,5.8,44.6
3800,South Carolina,202002,50.9,110,4.1,46.8
3800,South Carolina,202003,60.5,121,6.6,53.9
3800,South Carolina,202004,62.3,71,0.4,61.9
3800,South Carolina,202005,68.2,22,-2.1,70.3
3800,South Carolina,202006,76.3,36,-0.7,77
3800,South Carolina,202007,82,115,2.1,79.9
3800,South Carolina,202008,80.1,103,1.4,78.7
3800,South Carolina,202009,73.3,55,-0.4,73.7
3800,South Carolina,202010,67.4,120,4.2,63.2
3800,South Carolina,202011,59.3,125,6.2,53.1
3800,South Carolina,202012,45.5,61,-0.1,45.6
3800,South Carolina,202101,45.9,83,1.3,44.6
3800,South Carolina,202102,47.1,66,0.3,46.8
3800,South Carolina,202103,57.5,106,3.6,53.9
3800,South Carolina,202104,61.9,61,0,61.9
3800,South Carolina,202105,69.1,35,-1.2,70.3
3800,South Carolina,202106,77,56,0,77
3800,South Carolina,202107,79.7,58,-0.2,79.9
3900,South Dakota,201501,22.7,105,7.7,15
3900,South Dakota,201502,19.5,66,-0.4,19.9
3900,South Dakota,201503,39,119,8.2,30.8
3900,South Dakota,201504,47.7,99,3,44.7
3900,South Dakota,201505,53.8,33,-2.2,56
3900,South Dakota,201506,67.6,89,1.9,65.7
3900,South Dakota,201507,72.1,54,-0.5,72.6
3900,South Dakota,201508,69.8,47,-0.7,70.5
3900,South Dakota,201509,65.9,122,5.7,60.2
3900,South Dakota,201510,51.6,116,3.8,47.8
3900,South Dakota,201511,36.4,103,4.7,31.7
3900,South Dakota,201512,24.3,93,4.6,19.7
3900,South Dakota,201601,19.8,90,4.8,15
3900,South Dakota,201602,31.2,120,11.3,19.9
3900,South Dakota,201603,40.1,123,9.3,30.8
3900,South Dakota,201604,46.3,86,1.6,44.7
3900,South Dakota,201605,56.7,84,0.7,56
3900,South Dakota,201606,70.7,119,5,65.7
3900,South Dakota,201607,73,71,0.4,72.6
3900,South Dakota,201608,71,75,0.5,70.5
3900,South Dakota,201609,62.4,92,2.2,60.2
3900,South Dakota,201610,51.6,116,3.8,47.8
3900,South Dakota,201611,42,125,10.3,31.7
3900,South Dakota,201612,15.4,27,-4.3,19.7
3900,South Dakota,201701,16.5,64,1.5,15
3900,South Dakota,201702,29.4,112,9.5,19.9
3900,South Dakota,201703,35.5,97,4.7,30.8
3900,South Dakota,201704,46.1,84,1.4,44.7
3900,South Dakota,201705,56,70,0,56
3900,South Dakota,201706,68.1,96,2.4,65.7
3900,South Dakota,201707,76,110,3.4,72.6
3900,South Dakota,201708,67.4,16,-3.1,70.5
3900,South Dakota,201709,61.8,85,1.6,60.2
3900,South Dakota,201710,48,69,0.2,47.8
3900,South Dakota,201711,34.7,93,3,31.7
3900,South Dakota,201712,21.7,72,2,19.7
3900,South Dakota,201801,18.1,76,3.1,15
3900,South Dakota,201802,11.6,15,-8.3,19.9
3900,South Dakota,201803,30.4,59,-0.4,30.8
3900,South Dakota,201804,36.7,2,-8,44.7
3900,South Dakota,201805,62.1,123,6.1,56
3900,South Dakota,201806,69.3,111,3.6,65.7
3900,South Dakota,201807,72.2,56,-0.4,72.6
3900,South Dakota,201808,69.9,48,-0.6,70.5
3900,South Dakota,201809,61.5,81,1.3,60.2
3900,South Dakota,201810,43.2,15,-4.6,47.8
3900,South Dakota,201811,29.3,32,-2.4,31.7
3900,South Dakota,201812,25.3,104,5.6,19.7
3900,South Dakota,201901,18,74,3,15
3900,South Dakota,201902,6.1,3,-13.8,19.9
3900,South Dakota,201903,25.1,20,-5.7,30.8
3900,South Dakota,201904,44.2,56,-0.5,44.7
3900,South Dakota,201905,50.4,4,-5.6,56
3900,South Dakota,201906,66.3,77,0.6,65.7
3900,South Dakota,201907,72.1,54,-0.5,72.6
3900,South Dakota,201908,68.2,27,-2.3,70.5
3900,South Dakota,201909,63.1,105,2.9,60.2
3900,South Dakota,201910,40.2,6,-7.6,47.8
3900,South Dakota,201911,31.1,50,-0.6,31.7
3900,South Dakota,201912,23.3,83,3.6,19.7
3900,South Dakota,202001,20,91,5,15
3900,South Dakota,202002,23.5,89,3.6,19.9
3900,South Dakota,202003,36.3,106,5.5,30.8
3900,South Dakota,202004,42,25,-2.7,44.7
3900,South Dakota,202005,54.2,40,-1.8,56
3900,South Dakota,202006,70.2,116,4.5,65.7
3900,South Dakota,202007,73.5,77,0.9,72.6
3900,South Dakota,202008,72.6,96,2.1,70.5
3900,South Dakota,202009,60.4,61,0.2,60.2
3900,South Dakota,202010,41.2,7,-6.6,47.8
3900,South Dakota,202011,38.5,118,6.8,31.7
3900,South Dakota,202012,28.3,122,8.6,19.7
3900,South Dakota,202101,26.5,123,11.5,15
3900,South Dakota,202102,12.8,21,-7.1,19.9
3900,South Dakota,202103,39.4,121,8.6,30.8
3900,South Dakota,202104,43.6,47,-1.1,44.7
3900,South Dakota,202105,55,50,-1,56
3900,South Dakota,202106,72.4,124,6.7,65.7
3900,South Dakota,202107,75.4,104,2.8,72.6
4000,Tennessee,201501,36.1,48,-1.1,37.2
4000,Tennessee,201502,31.4,8,-8.7,40.1
4000,Tennessee,201503,49,73,0.6,48.4
4000,Tennessee,201504,60.1,100,2.5,57.6
4000,Tennessee,201505,68,92,1.9,66.1
4000,Tennessee,201506,75.9,110,2.1,73.8
4000,Tennessee,201507,78.3,95,1.2,77.1
4000,Tennessee,201508,74.2,15,-1.8,76
4000,Tennessee,201509,70.9,78,0.7,70.2
4000,Tennessee,201510,59.7,75,0.9,58.8
4000,Tennessee,201511,53.5,123,6.1,47.4
4000,Tennessee,201512,51.3,126,12.1,39.2
4000,Tennessee,201601,34.8,36,-2.4,37.2
4000,Tennessee,201602,42.5,85,2.4,40.1
4000,Tennessee,201603,53.9,113,5.5,48.4
4000,Tennessee,201604,59.5,88,1.9,57.6
4000,Tennessee,201605,65.3,47,-0.8,66.1
4000,Tennessee,201606,76.5,117,2.7,73.8
4000,Tennessee,201607,79.8,118,2.7,77.1
4000,Tennessee,201608,79,116,3,76
4000,Tennessee,201609,74.1,114,3.9,70.2
4000,Tennessee,201610,64.6,124,5.8,58.8
4000,Tennessee,201611,52.7,116,5.3,47.4
4000,Tennessee,201612,40.9,83,1.7,39.2
4000,Tennessee,201701,44.9,121,7.7,37.2
4000,Tennessee,201702,48.9,127,8.8,40.1
4000,Tennessee,201703,51.1,92,2.7,48.4
4000,Tennessee,201704,63.1,125,5.5,57.6
4000,Tennessee,201705,66.6,71,0.5,66.1
4000,Tennessee,201706,73,34,-0.8,73.8
4000,Tennessee,201707,78.1,91,1,77.1
4000,Tennessee,201708,74.6,23,-1.4,76
4000,Tennessee,201709,69.1,44,-1.1,70.2
4000,Tennessee,201710,60.8,96,2,58.8
4000,Tennessee,201711,49.9,93,2.5,47.4
4000,Tennessee,201712,39.5,57,0.3,39.2
4000,Tennessee,201801,32.9,23,-4.3,37.2
4000,Tennessee,201802,48.5,125,8.4,40.1
4000,Tennessee,201803,48.2,58,-0.2,48.4
4000,Tennessee,201804,52.9,4,-4.7,57.6
4000,Tennessee,201805,72.3,126,6.2,66.1
4000,Tennessee,201806,76.5,117,2.7,73.8
4000,Tennessee,201807,78.1,91,1,77.1
4000,Tennessee,201808,76.5,75,0.5,76
4000,Tennessee,201809,74.9,119,4.7,70.2
4000,Tennessee,201810,61,101,2.2,58.8
4000,Tennessee,201811,44.4,19,-3,47.4
4000,Tennessee,201812,42.7,98,3.5,39.2
4000,Tennessee,201901,39.4,89,2.2,37.2
4000,Tennessee,201902,46.7,119,6.6,40.1
4000,Tennessee,201903,46.9,40,-1.5,48.4
4000,Tennessee,201904,59.3,84,1.7,57.6
4000,Tennessee,201905,70.1,119,4,66.1
4000,Tennessee,201906,73.4,49,-0.4,73.8
4000,Tennessee,201907,77.8,84,0.7,77.1
4000,Tennessee,201908,76.9,86,0.9,76
4000,Tennessee,201909,76.4,124,6.2,70.2
4000,Tennessee,201910,61.7,107,2.9,58.8
4000,Tennessee,201911,44.2,14,-3.2,47.4
4000,Tennessee,201912,45.2,117,6,39.2
4000,Tennessee,202001,43,113,5.8,37.2
4000,Tennessee,202002,43.3,93,3.2,40.1
4000,Tennessee,202003,54.7,115,6.3,48.4
4000,Tennessee,202004,55.4,23,-2.2,57.6
4000,Tennessee,202005,64,26,-2.1,66.1
4000,Tennessee,202006,73.5,54,-0.3,73.8
4000,Tennessee,202007,79.3,113,2.2,77.1
4000,Tennessee,202008,76.3,69,0.3,76
4000,Tennessee,202009,69.8,59,-0.4,70.2
4000,Tennessee,202010,60.4,91,1.6,58.8
4000,Tennessee,202011,51.9,112,4.5,47.4
4000,Tennessee,202012,39.5,57,0.3,39.2
4000,Tennessee,202101,39.6,90,2.4,37.2
4000,Tennessee,202102,37.4,29,-2.7,40.1
4000,Tennessee,202103,53.6,112,5.2,48.4
4000,Tennessee,202104,56.2,34,-1.4,57.6
4000,Tennessee,202105,64.2,29,-1.9,66.1
4000,Tennessee,202106,74.1,70,0.3,73.8
4000,Tennessee,202107,77.2,59,0.1,77.1
4100,Texas,201501,44,39,-1.4,45.4
4100,Texas,201502,48.2,43,-1.2,49.4
4100,Texas,201503,56.2,54,-0.1,56.3
4100,Texas,201504,66.6,100,1.8,64.8
4100,Texas,201505,71.6,35,-0.9,72.5
4100,Texas,201506,79.3,51,-0.3,79.6
4100,Texas,201507,83.2,91,0.9,82.3
4100,Texas,201508,83.3,103,1.4,81.9
4100,Texas,201509,79.2,117,3.3,75.9
4100,Texas,201510,69.2,116,3.1,66.1
4100,Texas,201511,57.3,96,2.7,54.6
4100,Texas,201512,51.5,120,4.6,46.9
4100,Texas,201601,46.4,75,1,45.4
4100,Texas,201602,54.4,116,5,49.4
4100,Texas,201603,61.2,109,4.9,56.3
4100,Texas,201604,66.1,94,1.3,64.8
4100,Texas,201605,71.6,35,-0.9,72.5
4100,Texas,201606,80.1,73,0.5,79.6
4100,Texas,201607,85.4,124,3.1,82.3
4100,Texas,201608,81.5,47,-0.4,81.9
4100,Texas,201609,77.6,104,1.7,75.9
4100,Texas,201610,70.9,125,4.8,66.1
4100,Texas,201611,61,125,6.4,54.6
4100,Texas,201612,49.6,106,2.7,46.9
4100,Texas,201701,50.8,119,5.4,45.4
4100,Texas,201702,58.4,127,9,49.4
4100,Texas,201703,63.6,126,7.3,56.3
4100,Texas,201704,67.1,104,2.3,64.8
4100,Texas,201705,72,50,-0.5,72.5
4100,Texas,201706,80.6,94,1,79.6
4100,Texas,201707,83.6,101,1.3,82.3
4100,Texas,201708,80.6,30,-1.3,81.9
4100,Texas,201709,76.5,82,0.6,75.9
4100,Texas,201710,66.5,74,0.4,66.1
4100,Texas,201711,60.3,121,5.7,54.6
4100,Texas,201712,47.8,72,0.9,46.9
4100,Texas,201801,43.8,37,-1.6,45.4
4100,Texas,201802,52.3,100,2.9,49.4
4100,Texas,201803,61.7,114,5.4,56.3
4100,Texas,201804,63,20,-1.8,64.8
4100,Texas,201805,78,126,5.5,72.5
4100,Texas,201806,83.9,125,4.3,79.6
4100,Texas,201807,84.5,115,2.2,82.3
4100,Texas,201808,83,89,1.1,81.9
4100,Texas,201809,76.2,72,0.3,75.9
4100,Texas,201810,65.4,41,-0.7,66.1
4100,Texas,201811,51.9,23,-2.7,54.6
4100,Texas,201812,48.3,79,1.4,46.9
4100,Texas,201901,47.2,84,1.8,45.4
4100,Texas,201902,51.9,95,2.5,49.4
4100,Texas,201903,55.7,51,-0.6,56.3
4100,Texas,201904,65,80,0.2,64.8
4100,Texas,201905,72.5,66,0,72.5
4100,Texas,201906,79.1,45,-0.5,79.6
4100,Texas,201907,82.8,77,0.5,82.3
4100,Texas,201908,85.9,125,4,81.9
4100,Texas,201909,81.5,126,5.6,75.9
4100,Texas,201910,65.2,36,-0.9,66.1
4100,Texas,201911,53.2,43,-1.4,54.6
4100,Texas,201912,50.7,117,3.8,46.9
4100,Texas,202001,50.8,119,5.4,45.4
4100,Texas,202002,49.4,61,0,49.4
4100,Texas,202003,63.2,125,6.9,56.3
4100,Texas,202004,65,80,0.2,64.8
4100,Texas,202005,74.5,109,2,72.5
4100,Texas,202006,80.6,94,1,79.6
4100,Texas,202007,85.2,123,2.9,82.3
4100,Texas,202008,84.4,120,2.5,81.9
4100,Texas,202009,74.1,17,-1.8,75.9
4100,Texas,202010,65.9,54,-0.2,66.1
4100,Texas,202011,60.6,123,6,54.6
4100,Texas,202012,48.4,83,1.5,46.9
4100,Texas,202101,47.2,84,1.8,45.4
4100,Texas,202102,43.9,9,-5.5,49.4
4100,Texas,202103,59.4,98,3.1,56.3
4100,Texas,202104,63.6,30,-1.2,64.8
4100,Texas,202105,71.8,43,-0.7,72.5
4100,Texas,202106,80.2,80,0.6,79.6
4100,Texas,202107,80.9,21,-1.4,82.3
4200,Utah,201501,32.1,122,6.8,25.3
4200,Utah,201502,38.9,126,8.6,30.3
4200,Utah,201503,44.9,124,7.6,37.3
4200,Utah,201504,47.1,87,1.6,45.5
4200,Utah,201505,53.8,50,-0.9,54.7
4200,Utah,201506,70,125,6,64
4200,Utah,201507,70.1,25,-1.4,71.5
4200,Utah,201508,71,101,1.6,69.4
4200,Utah,201509,65.5,125,4.9,60.6
4200,Utah,201510,54.3,123,5.4,48.9
4200,Utah,201511,34.5,39,-1.5,36
4200,Utah,201512,26.6,55,-0.4,27
4200,Utah,201601,26.6,72,1.3,25.3
4200,Utah,201602,33.7,100,3.4,30.3
4200,Utah,201603,42.2,115,4.9,37.3
4200,Utah,201604,47.9,99,2.4,45.5
4200,Utah,201605,54.4,55,-0.3,54.7
4200,Utah,201606,70.9,126,6.9,64
4200,Utah,201607,73.7,104,2.2,71.5
4200,Utah,201608,70.1,77,0.7,69.4
4200,Utah,201609,61.1,65,0.5,60.6
4200,Utah,201610,53.2,119,4.3,48.9
4200,Utah,201611,41.6,123,5.6,36
4200,Utah,201612,27.4,66,0.4,27
4200,Utah,201701,25.9,59,0.6,25.3
4200,Utah,201702,36.5,122,6.2,30.3
4200,Utah,201703,45.3,126,8,37.3
4200,Utah,201704,46,70,0.5,45.5
4200,Utah,201705,55.6,74,0.9,54.7
4200,Utah,201706,69.5,123,5.5,64
4200,Utah,201707,75,122,3.5,71.5
4200,Utah,201708,71.6,110,2.2,69.4
4200,Utah,201709,60.7,58,0.1,60.6
4200,Utah,201710,48.1,46,-0.8,48.9
4200,Utah,201711,43,126,7,36
4200,Utah,201712,31.4,109,4.4,27
4200,Utah,201801,32.8,124,7.5,25.3
4200,Utah,201802,32.2,80,1.9,30.3
4200,Utah,201803,39.2,85,1.9,37.3
4200,Utah,201804,49,108,3.5,45.5
4200,Utah,201805,58.3,113,3.6,54.7
4200,Utah,201806,69.1,120,5.1,64
4200,Utah,201807,76.1,124,4.6,71.5
4200,Utah,201808,72.4,117,3,69.4
4200,Utah,201809,65.8,126,5.2,60.6
4200,Utah,201810,47.5,37,-1.4,48.9
4200,Utah,201811,35,44,-1,36
4200,Utah,201812,27.4,66,0.4,27
4200,Utah,201901,27,76,1.7,25.3
4200,Utah,201902,27.2,27,-3.1,30.3
4200,Utah,201903,38.2,73,0.9,37.3
4200,Utah,201904,48.6,105,3.1,45.5
4200,Utah,201905,50.5,7,-4.2,54.7
4200,Utah,201906,63.6,54,-0.4,64
4200,Utah,201907,73.3,100,1.8,71.5
4200,Utah,201908,72.8,122,3.4,69.4
4200,Utah,201909,63.1,103,2.5,60.6
4200,Utah,201910,42.9,2,-6,48.9
4200,Utah,201911,38.5,95,2.5,36
4200,Utah,201912,28.8,85,1.8,27
4200,Utah,202001,28.7,91,3.4,25.3
4200,Utah,202002,31.1,62,0.8,30.3
4200,Utah,202003,40.7,102,3.4,37.3
4200,Utah,202004,47.4,94,1.9,45.5
4200,Utah,202005,59,121,4.3,54.7
4200,Utah,202006,65.4,81,1.4,64
4200,Utah,202007,73.8,107,2.3,71.5
4200,Utah,202008,75.8,126,6.4,69.4
4200,Utah,202009,63.9,118,3.3,60.6
4200,Utah,202010,52.8,117,3.9,48.9
4200,Utah,202011,38.7,97,2.7,36
4200,Utah,202012,27.3,63,0.3,27
4200,Utah,202101,28.2,86,2.9,25.3
4200,Utah,202102,32.2,80,1.9,30.3
4200,Utah,202103,38.6,76,1.3,37.3
4200,Utah,202104,47.6,97,2.1,45.5
4200,Utah,202105,57.2,98,2.5,54.7
4200,Utah,202106,72,127,8,64
4200,Utah,202107,76,123,4.5,71.5
4300,Vermont,201501,12.2,30,-3.1,15.3
4300,Vermont,201502,5.3,2,-11.2,16.5
4300,Vermont,201503,22.3,18,-4.9,27.2
4300,Vermont,201504,39.5,52,-0.4,39.9
4300,Vermont,201505,58.6,126,6.4,52.2
4300,Vermont,201506,59.9,29,-1.1,61
4300,Vermont,201507,66.2,69,0.3,65.9
4300,Vermont,201508,66.6,110,3.2,63.4
4300,Vermont,201509,62.4,125,6.4,56
4300,Vermont,201510,44.3,42,-0.9,45.2
4300,Vermont,201511,39.2,121,6,33.2
4300,Vermont,201512,35.1,126,14.9,20.2
4300,Vermont,201601,20.9,109,5.6,15.3
4300,Vermont,201602,23.9,119,7.4,16.5
4300,Vermont,201603,33.6,117,6.4,27.2
4300,Vermont,201604,38.2,36,-1.7,39.9
4300,Vermont,201605,54,88,1.8,52.2
4300,Vermont,201606,62,87,1,61
4300,Vermont,201607,67.4,98,1.5,65.9
4300,Vermont,201608,67.5,120,4.1,63.4
4300,Vermont,201609,59.9,117,3.9,56
4300,Vermont,201610,47.7,102,2.5,45.2
4300,Vermont,201611,36.8,108,3.6,33.2
4300,Vermont,201612,23.9,95,3.7,20.2
4300,Vermont,201701,24.8,120,9.5,15.3
4300,Vermont,201702,25.6,124,9.1,16.5
4300,Vermont,201703,23.5,23,-3.7,27.2
4300,Vermont,201704,45.2,121,5.3,39.9
4300,Vermont,201705,51.8,52,-0.4,52.2
4300,Vermont,201706,61.5,68,0.5,61
4300,Vermont,201707,65.2,38,-0.7,65.9
4300,Vermont,201708,63.3,54,-0.1,63.4
4300,Vermont,201709,60.8,124,4.8,56
4300,Vermont,201710,53,126,7.8,45.2
4300,Vermont,201711,33,54,-0.2,33.2
4300,Vermont,201712,17.9,35,-2.3,20.2
4300,Vermont,201801,16.5,74,1.2,15.3
4300,Vermont,201802,25.5,122,9,16.5
4300,Vermont,201803,28.2,76,1,27.2
4300,Vermont,201804,36.1,10,-3.8,39.9
4300,Vermont,201805,56.5,119,4.3,52.2
4300,Vermont,201806,60.1,33,-0.9,61
4300,Vermont,201807,69.2,122,3.3,65.9
4300,Vermont,201808,68.4,125,5,63.4
4300,Vermont,201809,60.6,122,4.6,56
4300,Vermont,201810,44.5,46,-0.7,45.2
4300,Vermont,201811,30,16,-3.2,33.2
4300,Vermont,201812,23,86,2.8,20.2
4300,Vermont,201901,14.9,50,-0.4,15.3
4300,Vermont,201902,19,85,2.5,16.5
